Date,IBM
18/09/2017,143.119476
19/09/2017,142.96106
20/09/2017,144.436325
21/09/2017,143.822449
22/09/2017,143.693741
25/09/2017,144.426407
26/09/2017,145.109589
27/09/2017,144.218491
28/09/2017,144.218491
29/09/2017,143.644226
02/10/2017,145.208603
03/10/2017,145.327408
04/10/2017,145.030365
05/10/2017,145.268005
06/10/2017,145.030365
09/10/2017,145.931366
10/10/2017,147.03038
11/10/2017,146.159088
12/10/2017,145.574936
13/10/2017,145.644241
16/10/2017,145.376907
17/10/2017,145.089783
18/10/2017,157.951233
19/10/2017,159.307663
20/10/2017,160.466095
23/10/2017,157.971039
24/10/2017,154.337357
25/10/2017,151.980896
26/10/2017,152.079926
27/10/2017,152.159119
30/10/2017,152.832397
31/10/2017,152.535355
01/11/2017,152.505661
02/11/2017,151.832397
03/11/2017,150.07991
06/11/2017,149.347229
07/11/2017,149.852188
08/11/2017,150.070007
09/11/2017,150.300003
10/11/2017,149.160004
13/11/2017,148.399994
14/11/2017,148.889999
15/11/2017,147.100006
16/11/2017,149.119995
17/11/2017,148.970001
20/11/2017,150.509995
21/11/2017,151.949997
22/11/2017,151.770004
24/11/2017,151.839996
27/11/2017,151.979996
28/11/2017,152.470001
29/11/2017,153.550003
30/11/2017,153.970001
01/12/2017,154.759995
04/12/2017,156.460007
05/12/2017,155.350006
06/12/2017,154.100006
07/12/2017,153.570007
08/12/2017,154.809998
11/12/2017,155.410004
12/12/2017,156.740005
13/12/2017,153.910004
14/12/2017,154
15/12/2017,152.5
18/12/2017,153.330002
19/12/2017,153.229996
20/12/2017,152.949997
21/12/2017,151.5
22/12/2017,152.5
26/12/2017,152.830002
27/12/2017,153.130005
28/12/2017,154.039993
29/12/2017,153.419998
02/01/2018,154.25
03/01/2018,158.490005
04/01/2018,161.699997
05/01/2018,162.490005
08/01/2018,163.470001
09/01/2018,163.830002
10/01/2018,164.179993
11/01/2018,164.199997
12/01/2018,163.139999
16/01/2018,163.850006
17/01/2018,168.649994
18/01/2018,169.119995
19/01/2018,162.369995
22/01/2018,162.600006
23/01/2018,166.25
24/01/2018,165.369995
25/01/2018,165.470001
26/01/2018,167.339996
29/01/2018,166.800003
30/01/2018,163.619995
31/01/2018,163.699997
01/02/2018,162.399994
02/02/2018,159.029999
